"","Site_Visnum_Layer","UID","SITE_ID","VISNUM","Col_Date","Col_loc","Latitude","Longitude","REGION","SUBREGIONS","STATE","SAMPYEAR","CHLA..ug.L.","TN..mgN.L.","DIN..mgN.L.","TP..mgP.L.","DIP..mgP.L.","DIN.DIP..Molar.","TN.TP..Molar.","SECCHI_MEAN..m.","TSS..mg.L.","TS_Chla","TS_N","TS_P","TS_SD","TS_Chla_Q","predict_TSI","predict_Cat"
"711","NCCAGL10-1094_1_SURFACE",10902,"NCCAGL10-1094",1,"7/1/10","SURFACE",44.8394,-83.2422,"Great Lakes","GL2_Huron","MI",2010,0.63,0.395,0.264,0.003,0.005,116.3,269.3,8,NA,"Oligo","Meso","Oligo","Eu","Oligo",-320.843305414858,"Oligo"
"712","NCCAGL10-1100_1_SURFACE",10909,"NCCAGL10-1100",1,"6/1/10","SURFACE",45.9365,-84.6694,"Great Lakes","GL2_Huron","MI",2010,1.15,0.311,0.222,0.0012,0.0027,NA,NA,4.9,NA,"Oligo","Meso","Oligo","Eu","Oligo",-367.61138438417,"Oligo"
"713","NCCAGL10-1101_1_SURFACE",10910,"NCCAGL10-1101",1,"7/10/10","SURFACE",45.0067,-83.3591,"Great Lakes","GL2_Huron","MI",2010,0.94,0.365,0.21,0.004,0.006,77.1,210.4,9.8,NA,"Oligo","Meso","Oligo","Eu","Oligo",-313.272171602475,"Oligo"
"714","NCCAGL10-1102_1_SURFACE",10911,"NCCAGL10-1102",1,"7/13/10","SURFACE",43.8802,-83.4368,"Great Lakes","GL4_Huron Saginaw","MI",2010,10.49,0.843,0.19,0.015,0.005,83.7,122,1.1,NA,"Meso","Meso","Meso","Meso","Eu",91.8699047530068,"Eu"
"715","NCCAGL10-1107_1_SURFACE",10916,"NCCAGL10-1107",1,"7/8/10","SURFACE",45.3653,-83.5591,"Great Lakes","GL2_Huron","MI",2010,0.71,0.38,0.26,0.003,0.005,114.5,245.5,12.2,NA,"Oligo","Meso","Oligo","Eu","Oligo",-339.628854093747,"Oligo"
"716","NCCAGL10-1108_1_SURFACE",10917,"NCCAGL10-1108",1,"7/12/10","SURFACE",43.9334,-83.3751,"Great Lakes","GL4_Huron Saginaw","MI",2010,4.07,0.436,0.111,0.007,0.004,61.1,139.5,2,NA,"Oligo","Meso","Oligo","Meso","Meso",-20.8507132473719,"Meso"
"717","NCCAGL10-1111_1_SURFACE",10920,"NCCAGL10-1111",1,"7/10/10","SURFACE",43.9879,-83.6433,"Great Lakes","GL4_Huron Saginaw","MI",2010,4.48,0.475,0.186,0.01,0.006,68.3,106.7,3.6,NA,"Oligo","Meso","Oligo","Eu","Meso",-34.3219024179642,"Meso"
"718","NCCAGL10-1115_1_SURFACE",10924,"NCCAGL10-1115",1,"7/16/10","SURFACE",44.0432,-82.7264,"Great Lakes","GL2_Huron","MI",2010,0.7,0.416,0.285,0.002,0.004,156.9,432.3,12.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-357.278851001433,"Oligo"
"719","NCCAGL10-1116_1_SURFACE",10925,"NCCAGL10-1116",1,"6/1/10","SURFACE",45.9736,-84.5682,"Great Lakes","GL2_Huron","MI",2010,0.63,0.295,0.213,0.0012,0.0027,NA,NA,7.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-384.971691766717,"Oligo"
"720","NCCAGL10-1117_1_SURFACE",10926,"NCCAGL10-1117",1,"7/9/10","SURFACE",44.4174,-83.2597,"Great Lakes","GL4_Huron Saginaw","MI",2010,0.32,0.374,0.268,0.0012,0.005,118,NA,10.7,NA,"Oligo","Meso","Oligo","Eu","Oligo",-251.532306723423,"Oligo"
"721","NCCAGL10-1121_1_SURFACE",10929,"NCCAGL10-1121",1,"7/14/10","SURFACE",44.0062,-83.1688,"Great Lakes","GL4_Huron Saginaw","MI",2010,1.37,0.395,0.229,0.004,0.004,126.1,237.8,7.1,NA,"Oligo","Meso","Oligo","Eu","Oligo",-135.982435279541,"Oligo"
"722","NCCAGL10-1122_1_SURFACE",10930,"NCCAGL10-1122",1,"7/15/10","SURFACE",45.7638,-84.6446,"Great Lakes","GL2_Huron","MI",2010,0.57,0.349,0.197,0.0012,0.005,86.8,NA,12.5,NA,"Oligo","Meso","Oligo","Eu","Oligo",-405.581087549112,"Oligo"
"723","NCCAGL10-1126_1_SURFACE",10934,"NCCAGL10-1126",1,"6/10/10","SURFACE",45.958,-84.16,"Great Lakes","GL2_Huron","MI",2010,0.64,0.348,0.283,0.005,0.005,124.6,150.2,8.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-299.806539412261,"Oligo"
"724","NCCAGL10-1134_1_SURFACE",10941,"NCCAGL10-1134",1,"6/24/10","SURFACE",43.5936,-82.5454,"Great Lakes","GL2_Huron","MI",2010,0.3,0.463,0.347,0.0012,0.011,69.5,NA,9.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-406.637453152617,"Oligo"
"725","NCCAGL10-1136_1_SURFACE",10943,"NCCAGL10-1136",1,"8/10/10","SURFACE",41.7626,-83.379,"Great Lakes","GL5_Erie West","OH",2010,7.04,0.488,0.008,0.036,0.012,1.5,29.9,0.8,NA,"Meso","Meso","Meso","Oligo","Eu",104.828612015981,"Eu"
"726","NCCAGL10-1137_1_SURFACE",10945,"NCCAGL10-1137",1,"7/7/10","SURFACE",41.5106,-82.139,"Great Lakes","GL6_Erie Mid","OH",2010,2.63,0.53,0.298,0.01,0.004,164,121.1,4.5,NA,"Oligo","Meso","Oligo","Eu","Meso",-40.4380073667712,"Meso"
"727","NCCAGL10-1138_1_SURFACE",10947,"NCCAGL10-1138",1,"7/8/10","SURFACE",42.7321,-78.971,"Great Lakes","GL7_Erie East","NY",2010,6.68,0.539,0.157,0.009,0.004,86.4,135.2,4.3,NA,"Meso","Meso","Oligo","Eu","Eu",-62.1846369559419,"Meso"
"728","NCCAGL10-1139_1_SURFACE",10949,"NCCAGL10-1139",1,"7/7/10","SURFACE",42.5383,-79.2754,"Great Lakes","GL7_Erie East","NY",2010,6.37,0.41,0.145,0.007,0.003,106.4,128.5,1.6,NA,"Meso","Meso","Oligo","Meso","Eu",-56.5763016298458,"Meso"
"729","NCCAGL10-1140_1_SURFACE",10951,"NCCAGL10-1140",1,"6/15/10","SURFACE",41.8552,-83.372,"Great Lakes","GL5_Erie West","MI",2010,19.45,2.055,1.549,0.083,0.005,682.2,54.7,0.4,NA,"Meso","Eu","Meso","Oligo","Hyper",194.796096332787,"Eu"
"730","NCCAGL10-1141_1_SURFACE",10953,"NCCAGL10-1141",1,"6/9/10","SURFACE",41.5008,-82.2146,"Great Lakes","GL6_Erie Mid","OH",2010,3.82,0.684,0.496,0.015,0.005,218.4,100.9,2.8,NA,"Oligo","Meso","Meso","Meso","Meso",8.75503349013205,"Meso"
"731","NCCAGL10-1142_1_SURFACE",10954,"NCCAGL10-1142",1,"7/9/10","SURFACE",42.6815,-79.0861,"Great Lakes","GL7_Erie East","NY",2010,17.69,0.411,0.147,0.008,0.003,107.9,119.3,3.3,NA,"Meso","Meso","Oligo","Eu","Hyper",-74.5279758345367,"Meso"
"732","NCCAGL10-1143_1_SURFACE",10955,"NCCAGL10-1143",1,"8/2/10","SURFACE",41.9758,-80.615,"Great Lakes","GL6_Erie Mid","OH",2010,2.98,0.306,0.089,0.005,0.002,98,137.4,5.4,NA,"Oligo","Meso","Oligo","Eu","Meso",-93.589579162322,"Oligo"
"733","NCCAGL10-1144_1_SURFACE",10956,"NCCAGL10-1144",1,"6/17/10","SURFACE",41.634,-83.1684,"Great Lakes","GL5_Erie West","OH",2010,3.94,3.381,2.968,0.079,0.048,136.2,94.8,1,NA,"Oligo","Eu","Meso","Oligo","Meso",124.448058071807,"Eu"
"734","NCCAGL10-1145_1_SURFACE",10957,"NCCAGL10-1145",1,"7/27/10","SURFACE",41.4287,-82.5816,"Great Lakes","GL6_Erie Mid","OH",2010,6.22,0.466,0.11,0.013,0.003,80.7,80.8,2.6,NA,"Meso","Meso","Meso","Meso","Eu",21.6942067661354,"Meso"
"735","NCCAGL10-1149_1_SURFACE",10961,"NCCAGL10-1149",1,"6/22/10","SURFACE",41.5667,-82.7654,"Great Lakes","GL5_Erie West","OH",2010,7.66,1.415,1.104,0.019,0.012,202.6,163.6,1.6,NA,"Meso","Eu","Meso","Meso","Eu",-7.1438804714727,"Meso"
"736","NCCAGL10-1150_1_SURFACE",10962,"NCCAGL10-1150",1,"7/15/10","SURFACE",42.5044,-79.3835,"Great Lakes","GL7_Erie East","NY",2010,1.84,0.361,0.152,0.004,0.003,111.6,190.8,1.8,NA,"Oligo","Meso","Oligo","Meso","Meso",-112.856979232363,"Oligo"
"737","NCCAGL10-1151_1_SURFACE",10963,"NCCAGL10-1151",1,"8/12/10","SURFACE",41.7791,-81.2712,"Great Lakes","GL6_Erie Mid","OH",2010,4.82,0.361,0.042,0.008,0.0027,NA,98.2,2.6,NA,"Oligo","Meso","Oligo","Meso","Eu",-6.29153396817672,"Meso"
"738","NCCAGL10-1152_1_SURFACE",10964,"NCCAGL10-1152",1,"7/11/10","SURFACE",42.7531,-78.9297,"Great Lakes","GL7_Erie East","NY",2010,3.72,0.386,0.17,0.006,0.003,124.8,150.2,4.3,NA,"Oligo","Meso","Oligo","Eu","Meso",-114.140163367833,"Oligo"
"739","NCCAGL10-1154_1_SURFACE",10965,"NCCAGL10-1154",1,"6/14/10","SURFACE",41.7755,-83.4247,"Great Lakes","GL5_Erie West","MI",2010,30.36,3.009,1.023,0.076,0.021,107.3,87.4,1,NA,"Eu","Eu","Meso","Oligo","Hyper",160.96423266478,"Eu"
"740","NCCAGL10-1155_1_SURFACE",10966,"NCCAGL10-1155",1,"7/10/10","SURFACE",42.6455,-79.139,"Great Lakes","GL7_Erie East","NY",2010,6.59,0.418,0.159,0.006,0.004,87.5,148,2.3,NA,"Meso","Meso","Oligo","Meso","Eu",-89.3096668719148,"Oligo"
"741","NCCAGL10-1156_1_SURFACE",10967,"NCCAGL10-1156",1,"8/19/10","SURFACE",41.92,-80.8598,"Great Lakes","GL6_Erie Mid","OH",2010,4.1,0.295,0.048,0.007,0.0027,NA,93,4.4,NA,"Oligo","Meso","Oligo","Eu","Meso",-56.2683057430643,"Meso"
"742","NCCAGL10-1157_1_SURFACE",10968,"NCCAGL10-1157",1,"6/14/10","SURFACE",41.712,-83.249,"Great Lakes","GL5_Erie West","OH",2010,93.08,1.659,0.864,0.078,0.01,190.3,46.8,1.2,NA,"Eu","Eu","Meso","Meso","Hyper",128.749930280676,"Eu"
"743","NCCAGL10-1158_1_SURFACE",10969,"NCCAGL10-1158",1,"7/20/10","SURFACE",41.5529,-82.7003,"Great Lakes","GL5_Erie West","OH",2010,16.11,0.566,0.2,0.024,0.008,55.1,51.3,2.8,NA,"Meso","Meso","Meso","Meso","Hyper",-33.7197555011539,"Meso"
"744","NCCAGL10-1159_1_SURFACE",10970,"NCCAGL10-1159",1,"8/25/10","SURFACE",41.6487,-81.4699,"Great Lakes","GL6_Erie Mid","OH",2010,4.36,0.421,0.122,0.022,0.0027,NA,42.9,2.2,NA,"Oligo","Meso","Meso","Meso","Meso",56.7352535284243,"Meso"
"745","NCCAGL10-1160_1_SURFACE",10971,"NCCAGL10-1160",1,"6/17/10","SURFACE",41.9863,-83.1603,"Great Lakes","GL5_Erie West","MI",2010,1.22,0.666,0.523,0.015,0.009,128,98.4,1.7,NA,"Oligo","Meso","Meso","Meso","Oligo",-63.0095743389423,"Meso"
"746","NCCAGL10-1162_1_SURFACE",10973,"NCCAGL10-1162",1,"7/15/10","SURFACE",42.4804,-79.4451,"Great Lakes","GL7_Erie East","NY",2010,1.29,0.364,0.157,0.005,0.003,115.2,150.6,2.8,NA,"Oligo","Meso","Oligo","Meso","Oligo",-113.798632663106,"Oligo"
"747","NCCAGL10-1163_1_SURFACE",10974,"NCCAGL10-1163",1,"6/7/10","SURFACE",41.7308,-83.4455,"Great Lakes","GL5_Erie West","OH",2010,52.48,2.934,2.188,0.116,0.009,535.3,56.1,0.4,NA,"Eu","Eu","Eu","Oligo","Hyper",224.748529642686,"Eu"
"748","NCCAGL10-1164_1_SURFACE",10975,"NCCAGL10-1164",1,"7/22/10","SURFACE",41.6158,-82.8116,"Great Lakes","GL5_Erie West","OH",2010,12.12,0.865,0.483,0.023,0.006,177.3,81.9,2,NA,"Meso","Meso","Meso","Meso","Hyper",-4.21353949480644,"Meso"
"749","NCCAGL10-1165_1_SURFACE",10976,"NCCAGL10-1165",1,"8/4/10","SURFACE",41.8688,-81.1007,"Great Lakes","GL6_Erie Mid","OH",2010,3.24,0.315,0.054,0.007,0.0027,NA,98.1,5.5,NA,"Oligo","Meso","Oligo","Eu","Meso",-62.2453187156791,"Meso"
"750","NCCAGL10-1166_1_SURFACE",10977,"NCCAGL10-1166",1,"6/16/10","SURFACE",41.9177,-83.2977,"Great Lakes","GL5_Erie West","MI",2010,15.21,0.723,0.401,0.068,0.005,176.6,23.4,0.4,NA,"Meso","Meso","Meso","Oligo","Hyper",127.929897539532,"Eu"
"751","NCCAGL10-1167_1_SURFACE",10978,"NCCAGL10-1167",1,"7/26/10","SURFACE",41.4411,-82.3866,"Great Lakes","GL6_Erie Mid","OH",2010,11.52,0.519,0.168,0.014,0.004,92.5,81.1,3.3,NA,"Meso","Meso","Meso","Eu","Hyper",8.6007807626466,"Meso"
"752","NCCAGL10-1168_1_SURFACE",10979,"NCCAGL10-1168",1,"6/16/10","SURFACE",41.9284,-83.2332,"Great Lakes","GL5_Erie West","MI",2010,2.86,0.593,0.423,0.045,0.015,62.1,29.1,0.7,NA,"Oligo","Meso","Meso","Oligo","Meso",31.4542669832888,"Meso"
"753","NCCAGL10-1169_1_SURFACE",10980,"NCCAGL10-1169",1,"6/28/10","SURFACE",41.4651,-82.9292,"Great Lakes","GL5_Erie West","OH",2010,144.63,4.025,2.562,0.193,0.008,705.2,46,0.2,NA,"Eu","Eu","Eu","Oligo","Hyper",312.679661593544,"Eu"
"754","NCCAGL10-1170_1_SURFACE",10981,"NCCAGL10-1170",1,"7/18/10","SURFACE",42.3504,-79.6046,"Great Lakes","GL7_Erie East","NY",2010,2.17,0.379,0.145,0.012,0.003,106.4,72.8,1.3,NA,"Oligo","Meso","Meso","Meso","Meso",-17.0670744051833,"Meso"
"755","NCCAGL10-1172_1_SURFACE",10982,"NCCAGL10-1172",1,"7/22/10","SURFACE",42.4425,-79.4953,"Great Lakes","GL7_Erie East","NY",2010,1.8,0.331,0.117,0.005,0.002,128.8,157.7,1.9,NA,"Oligo","Meso","Oligo","Meso","Meso",-89.1766618422574,"Oligo"
"756","NCCAGL10-1173_1_SURFACE",10983,"NCCAGL10-1173",1,"7/12/10","SURFACE",42.0644,-80.3814,"Great Lakes","GL6_Erie Mid","PA",2010,2.71,0.383,0.194,0.004,0.004,106.8,192.5,6.6,NA,"Oligo","Meso","Oligo","Eu","Meso",-136.203082937639,"Oligo"
"757","NCCAGL10-1174_1_SURFACE",10984,"NCCAGL10-1174",1,"7/7/10","SURFACE",41.502,-82.1298,"Great Lakes","GL6_Erie Mid","OH",2010,2.3,0.619,0.392,0.009,0.004,215.8,155.6,4.6,NA,"Oligo","Meso","Oligo","Eu","Meso",-42.8760547214203,"Meso"
"758","NCCAGL10-1175_1_SURFACE",10985,"NCCAGL10-1175",1,"7/12/10","SURFACE",42.8333,-78.8906,"Great Lakes","GL7_Erie East","NY",2010,3.57,0.403,0.16,0.007,0.004,88.1,126.1,1.4,NA,"Oligo","Meso","Oligo","Meso","Meso",-62.8893300354017,"Meso"
"759","NCCAGL10-1176_1_SURFACE",10986,"NCCAGL10-1176",1,"7/13/10","SURFACE",42.2133,-80.0501,"Great Lakes","GL7_Erie East","PA",2010,2.79,0.303,0.114,0.003,0.004,62.8,223.7,6.7,NA,"Oligo","Meso","Oligo","Eu","Meso",-197.369252683783,"Oligo"
"760","NCCAGL10-1177_1_SURFACE",10987,"NCCAGL10-1177",1,"9/1/10","SURFACE",41.5223,-81.7218,"Great Lakes","GL6_Erie Mid","OH",2010,6.93,0.368,0.066,0.013,0.003,48.4,63.1,3.4,NA,"Meso","Meso","Meso","Eu","Eu",5.11421033773532,"Meso"
"761","NCCAGL10-1178_1_SURFACE",10988,"NCCAGL10-1178",1,"8/25/10","SURFACE",41.7445,-81.3958,"Great Lakes","GL6_Erie Mid","OH",2010,6.99,0.383,0.067,0.012,0.0027,NA,70.7,3,NA,"Meso","Meso","Meso","Meso","Eu",9.7918146961601,"Meso"
"762","NCCAGL10-1179_1_SURFACE",10989,"NCCAGL10-1179",1,"6/14/10","SURFACE",41.5169,-82.1724,"Great Lakes","GL6_Erie Mid","OH",2010,4.97,0.921,0.571,0.016,0.004,314.3,130.4,3.4,NA,"Oligo","Meso","Meso","Eu","Eu",33.1447230001681,"Meso"
"763","NCCAGL10-1180_1_SURFACE",10990,"NCCAGL10-1180",1,"7/12/10","SURFACE",42.0369,-80.4758,"Great Lakes","GL6_Erie Mid","PA",2010,2.66,0.386,0.189,0.007,0.004,104,127,7.2,NA,"Oligo","Meso","Oligo","Eu","Meso",-98.3228315555793,"Oligo"
"764","NCCAGL10-1181_1_SURFACE",10991,"NCCAGL10-1181",1,"6/15/10","SURFACE",43.9683,-76.1151,"Great Lakes","GL8_Ontario","NY",2010,4.18,0.573,0.286,0.026,0.01,63,48.4,2.5,NA,"Oligo","Meso","Meso","Meso","Meso",18.3696062213243,"Meso"
"765","NCCAGL10-1182_1_SURFACE",10993,"NCCAGL10-1182",1,"6/18/10","SURFACE",43.9137,-76.1831,"Great Lakes","GL8_Ontario","NY",2010,0.98,0.438,0.275,0.0012,0.004,151.4,NA,5,NA,"Oligo","Meso","Oligo","Eu","Oligo",-225.090771621687,"Oligo"
"766","NCCAGL10-1185_1_SURFACE",10999,"NCCAGL10-1185",1,"8/18/10","SURFACE",43.5057,-76.4882,"Great Lakes","GL8_Ontario","NY",2010,3.9,0.405,0.2,0.011,0.002,220.2,85,3.7,NA,"Oligo","Meso","Meso","Eu","Meso",-36.7914047668915,"Meso"
"767","NCCAGL10-1186_1_SURFACE",11001,"NCCAGL10-1186",1,"6/25/10","SURFACE",43.9122,-76.284,"Great Lakes","GL8_Ontario","NY",2010,2.19,0.443,0.235,0.007,0.005,103.5,145.8,5.7,NA,"Oligo","Meso","Oligo","Eu","Meso",-105.099229752062,"Oligo"
"768","NCCAGL10-1187_1_SURFACE",11002,"NCCAGL10-1187",1,"8/7/10","SURFACE",43.312,-78.889,"Great Lakes","GL8_Ontario","NY",2010,4.17,0.445,0.224,0.007,0.002,246.6,144,5.3,NA,"Oligo","Meso","Oligo","Eu","Meso",-77.5162713640828,"Meso"
"769","NCCAGL10-1189_1_SURFACE",11004,"NCCAGL10-1189",1,"8/14/10","SURFACE",43.5875,-76.2508,"Great Lakes","GL8_Ontario","NY",2010,3.08,0.416,0.186,0.006,0.003,136.5,144.7,2.6,NA,"Oligo","Meso","Oligo","Meso","Meso",-72.673642975998,"Meso"
"770","NCCAGL10-1192_1_SURFACE",11007,"NCCAGL10-1192",1,"8/19/10","SURFACE",43.4515,-76.6209,"Great Lakes","GL8_Ontario","NY",2010,3.04,0.418,0.193,0.01,0.002,212.5,94.3,3.8,NA,"Oligo","Meso","Oligo","Eu","Meso",-40.9560538258359,"Meso"
"771","NCCAGL10-1193_1_SURFACE",11008,"NCCAGL10-1193",1,"9/23/10","SURFACE",43.8034,-76.2518,"Great Lakes","GL8_Ontario","NY",2010,4.37,0.364,0.209,0.006,0.003,153.4,141.8,6.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-119.227450311914,"Oligo"
"772","NCCAGL10-1194_1_SURFACE",11009,"NCCAGL10-1194",1,"6/19/10","SURFACE",44.0055,-76.1855,"Great Lakes","GL8_Ontario","NY",2010,1.15,0.411,0.258,0.002,0.004,142,386.7,5.3,NA,"Oligo","Meso","Oligo","Eu","Oligo",-194.649663327463,"Oligo"
"773","NCCAGL10-1197_1_SURFACE",11012,"NCCAGL10-1197",1,"8/7/10","SURFACE",43.3345,-78.809,"Great Lakes","GL8_Ontario","NY",2010,2.92,0.471,0.237,0.007,0.002,260.9,160,5.9,NA,"Oligo","Meso","Oligo","Eu","Meso",-78.244069707561,"Meso"
"774","NCCAGL10-1198_1_SURFACE",11013,"NCCAGL10-1198",1,"8/9/10","SURFACE",43.256,-77.5693,"Great Lakes","GL8_Ontario","NY",2010,3.81,0.461,0.236,0.009,0.003,173.2,117.4,4,NA,"Oligo","Meso","Oligo","Eu","Meso",-57.6802528979389,"Meso"
"775","NCCAGL10-1199_1_SURFACE",11014,"NCCAGL10-1199",1,"8/15/10","SURFACE",43.4699,-76.5795,"Great Lakes","GL8_Ontario","NY",2010,3.18,0.416,0.192,0.006,0.003,140.9,164.4,3.6,NA,"Oligo","Meso","Oligo","Eu","Meso",-85.7842539147551,"Oligo"
"776","NCCAGL10-1200_1_SURFACE",11015,"NCCAGL10-1200",1,"8/8/10","SURFACE",43.3801,-78.5954,"Great Lakes","GL8_Ontario","NY",2010,4.27,0.445,0.206,0.009,0.002,226.8,105.9,4.4,NA,"Oligo","Meso","Oligo","Eu","Meso",-50.4028275589368,"Meso"
"777","NCCAGL10-1201_1_SURFACE",11016,"NCCAGL10-1201",1,"8/13/10","SURFACE",43.2948,-77.3518,"Great Lakes","GL8_Ontario","NY",2010,2.3,0.461,0.22,0.006,0.002,242.2,184.6,8.5,NA,"Oligo","Meso","Oligo","Eu","Meso",-102.820938217158,"Oligo"
"778","NCCAGL10-1203_1_SURFACE",11018,"NCCAGL10-1203",1,"6/22/10","SURFACE",44.0069,-76.3383,"Great Lakes","GL8_Ontario","NY",2010,1.42,0.388,0.25,0.003,0.004,137.6,253.6,8.3,NA,"Oligo","Meso","Oligo","Eu","Oligo",-186.762664465615,"Oligo"
"779","NCCAGL10-1204_1_SURFACE",11019,"NCCAGL10-1204",1,"9/11/10","SURFACE",43.3681,-76.6975,"Great Lakes","GL8_Ontario","NY",2010,2.08,0.505,0.263,0.012,0.003,193,93.8,5.5,NA,"Oligo","Meso","Meso","Eu","Meso",-44.3703133065186,"Meso"
"780","NCCAGL10-1205_1_SURFACE",11020,"NCCAGL10-1205",1,"9/27/10","SURFACE",43.7539,-76.2549,"Great Lakes","GL8_Ontario","NY",2010,3.57,0.395,0.253,0.007,0.0027,NA,116.9,4.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-88.7550335306023,"Oligo"
"781","NCCAGL10-1207_1_SURFACE",11022,"NCCAGL10-1207",1,"8/14/10","SURFACE",43.29,-77.2183,"Great Lakes","GL8_Ontario","NY",2010,1.58,0.484,0.275,0.005,0.003,201.9,235.2,11.3,NA,"Oligo","Meso","Oligo","Eu","Oligo",-138.574772568585,"Oligo"
"782","NCCAGL10-1208_1_SURFACE",11023,"NCCAGL10-1208",1,"8/13/10","SURFACE",43.597,-76.2225,"Great Lakes","GL8_Ontario","NY",2010,3.91,0.403,0.173,0.007,0.002,190.5,126.8,2.8,NA,"Oligo","Meso","Oligo","Meso","Meso",-55.0112335543643,"Meso"
"783","NCCAGL10-1209_1_SURFACE",11024,"NCCAGL10-1209",1,"6/20/10","SURFACE",43.9511,-76.2481,"Great Lakes","GL8_Ontario","NY",2010,1.82,0.431,0.27,0.002,0.003,198.2,396,6.2,NA,"Oligo","Meso","Oligo","Eu","Meso",-190.462305126718,"Oligo"
"784","NCCAGL10-1210_1_SURFACE",11025,"NCCAGL10-1210",1,"8/8/10","SURFACE",43.2874,-77.6058,"Great Lakes","GL8_Ontario","NY",2010,1.93,0.444,0.225,0.006,0.002,247.7,156.7,7.2,NA,"Oligo","Meso","Oligo","Eu","Meso",-100.34145149809,"Oligo"
"785","NCCAGL10-1213_1_SURFACE",11028,"NCCAGL10-1213",1,"9/23/10","SURFACE",43.8297,-76.3212,"Great Lakes","GL8_Ontario","NY",2010,3.21,0.369,0.231,0.006,0.003,169.6,127.5,6.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-120.723749739249,"Oligo"
"786","NCCAGL10-1214_1_SURFACE",11029,"NCCAGL10-1214",1,"9/26/10","SURFACE",44.0556,-76.4111,"Great Lakes","GL8_Ontario","NY",2010,3.21,0.374,0.244,0.006,0.002,268.6,141.7,5.6,NA,"Oligo","Meso","Oligo","Eu","Meso",-107.549162748754,"Oligo"
"787","NCCAGL10-1216_1_SURFACE",11031,"NCCAGL10-1216",1,"8/4/10","SURFACE",43.2921,-79.042,"Great Lakes","GL8_Ontario","NY",2010,0.63,0.348,0.161,0.008,0.003,118.2,101.7,2.8,NA,"Oligo","Meso","Oligo","Meso","Oligo",-66.299264263989,"Meso"
"788","NCCAGL10-1219_1_SURFACE",11034,"NCCAGL10-1219",1,"6/18/10","SURFACE",43.8825,-76.1855,"Great Lakes","GL8_Ontario","NY",2010,0.95,0.421,0.28,0.0012,0.004,154.1,NA,7.6,NA,"Oligo","Meso","Oligo","Eu","Oligo",-244.7083700795,"Oligo"
"789","NCCAGL10-1220_1_SURFACE",11035,"NCCAGL10-1220",1,"8/5/10","SURFACE",43.3106,-78.9676,"Great Lakes","GL8_Ontario","NY",2010,2.48,0.403,0.195,0.008,0.002,214.7,112.2,4.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-63.0632569096642,"Meso"
"790","NCCAGL10-1222_1_SURFACE",11037,"NCCAGL10-1222",1,"8/10/10","SURFACE",43.2015,-77.4775,"Great Lakes","GL8_Ontario","NY",2010,2.35,0.43,0.216,0.006,0.004,118.9,165.6,5,NA,"Oligo","Meso","Oligo","Eu","Meso",-105.766845574011,"Oligo"
"791","NCCAGL10-1223_1_SURFACE",11038,"NCCAGL10-1223",1,"9/11/10","SURFACE",43.3685,-76.7644,"Great Lakes","GL8_Ontario","NY",2010,1.66,0.509,0.27,0.012,0.003,198.2,95.2,7.2,NA,"Oligo","Meso","Meso","Eu","Oligo",-54.5525840195013,"Meso"
"792","NCCAGL10-1316_1_SURFACE",11041,"NCCAGL10-1316",1,"5/25/10","SURFACE",42.0006,-83.0006,"Great Lakes","GL5_Erie West","ON",2010,1.08,0.485,0.403,0.005,0.0027,NA,197.4,1.8,NA,"Oligo","Meso","Oligo","Meso","Oligo",-132.806218144771,"Oligo"
"793","NCCAGL10-1320_1_SURFACE",11043,"NCCAGL10-1320",1,"5/26/10","SURFACE",41.9613,-82.8933,"Great Lakes","GL5_Erie West","ON",2010,0.82,0.474,0.385,0.005,0.002,423.9,198.7,2.1,NA,"Oligo","Meso","Oligo","Meso","Oligo",-131.756358058984,"Oligo"
"794","NCCAGL10-1325_1_SURFACE",11045,"NCCAGL10-1325",1,"7/29/10","SURFACE",42.6537,-81.1744,"Great Lakes","GL6_Erie Mid","ON",2010,3.47,0.414,0.161,0.013,0.0027,NA,68.7,0.5,NA,"Oligo","Meso","Meso","Oligo","Meso",66.4017878406314,"Meso"
"795","NCCAGL10-1328_1_SURFACE",11047,"NCCAGL10-1328",1,"7/27/10","SURFACE",42.3063,-81.811,"Great Lakes","GL6_Erie Mid","ON",2010,4.15,0.36,0.127,0.006,0.0027,NA,128.4,3.1,NA,"Oligo","Meso","Oligo","Eu","Meso",-62.9433505604637,"Meso"
"796","NCCAGL10-1329_1_SURFACE",11048,"NCCAGL10-1329",1,"7/29/10","SURFACE",42.6178,-80.9269,"Great Lakes","GL6_Erie Mid","ON",2010,2.63,0.394,0.14,0.006,0.0027,NA,135.7,2.6,NA,"Oligo","Meso","Oligo","Meso","Meso",-51.248789932809,"Meso"
